ID,Last Updated,Current Ver,Android Ver,Installs,Size
522,2018-07-30,6.4.6,4.1,100000,27
523,2018-06-13,2.3.0.1781,5,50000,3
524,2018-05-12,4.3,4.1,1000000,13
525,2018-05-21,2.9.6,4,1000000,7.2
526,2018-07-24,3.8.75a,4.0.3 ,100000,25
527,2017-01-08,1.0.0,4,100000,Varies with device
528,2017-12-04,3.0.0,4.1,100000,5.7
529,2017-11-06,1,4.0.3 ,10000,5.5
530,2017-12-28,1.0.5,4,100000,Varies with device
531,2018-07-27,1.31.3,4.0.3 ,1000000,6.5
532,2017-01-28,1.6.6,4.2,100000,5.8
533,2018-07-07,Varies with device,Varies with device,10000000,Varies with device
534,2017-02-01,1.5,4.1,500000,3.8
535,2018-06-20,2.0.5,4.0.3 ,100000,41
536,2018-07-27,1.31.3,4.0.3 ,1000000,7.9
537,2018-06-01,2.2.0.1748,5,50000,2.8
538,2018-05-31,3.0.15,4,5000000,20
539,2018-04-29,2.4.0,4.1,500000,15
540,2018-03-29,2.0.0,4.1,100000,28
541,2018-08-03,1.55,4.1,100000,9.6
542,2018-07-26,12.0.4,4.1,500000,13
543,2018-07-30,11.10.1,4.1,10000000,15
544,2018-08-01,4.19.0.2320,4.4,1000000,40
545,2018-08-01,2.5.2,4.1,100000,56
546,2018-08-03,6.1.3,5,500000,12
547,2018-07-16,1.15.0,4.4,100000,9.4
548,2018-07-27,3.5.0.1,4.1,1000000,29
549,2018-07-31,4.17.2,4.1,5000000,11
550,2018-07-31,4.8.5,4.0.3 ,500000,19
551,2018-07-24,2.5.1,4.1,500000,23
552,2018-08-04,2.6.141,4.1,10000000,Varies with device
553,2018-08-01,6.4.1,4.1,10000,27
554,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
555,2018-07-18,6.3.7,5,100000,19
556,2018-08-04,5.2.14,5,100000,45
557,2018-07-17,2.45,4.1,1000000,21
558,2018-06-25,4.1.2,4.0.3 ,500000,40
559,2018-07-24,3.8.75a,4.0.3 ,100000,25
560,2018-08-01,8.7.2,4.2,1000000,15
561,2018-07-25,1.6.1,4.4,100000,24
562,2018-08-01,Varies with device,Varies with device,1000000,Varies with device
563,2018-07-31,4.17.2,4.1,10000000,11
564,2018-07-30,1.1.46,4.2,50000,38
565,2018-07-03,4.5.5,4.1,500000,31
566,2018-07-07,2.4.1,4.1,1000000,6.1
567,2018-07-30,6.4.6,4.1,100000,27
568,2018-07-31,2.8.0,4.3,10000,32
569,2018-07-31,4.17.2,4.1,500000,13
570,2018-07-26,3.0.0,4.0.3 ,1000000,63
571,2018-08-02,3.4.1.1,4.1,100000,44
572,2018-06-19,2.6.139,4.1,10000,Varies with device
573,2018-07-31,4.8.5,4.0.3 ,10000,16
574,2018-05-18,5.5.7,4.1,10000,28
575,2018-07-07,Varies with device,Varies with device,10000000,Varies with device
576,2018-07-27,1.31.4,4.0.3 ,1000000,5.9
577,2018-06-20,15.8,4.1,500000,13
578,2018-07-25,1.5.4.0,4.1,500000,9
579,2018-06-19,4.9.2 (Oasis),4.2,500000,20
580,2018-07-27,1.31.3,4.0.3 ,1000000,7.9
581,2018-03-29,2.0.0,4.1,100000,28
582,2018-08-03,3.10.5,4.0.3 ,500000,49
583,2018-07-23,2.2.7,4.1,10000,27
584,2018-07-26,1.17,4.2,100000,18
585,2018-07-17,3.1.3,4.1,100000,14
586,2018-07-12,0.0.73,4.1,500000,27
587,2018-06-20,2.0.5,4.0.3 ,100000,41
588,2018-07-26,4.7.6,4.1,1000000,38
589,2017-11-06,1,4.0.3 ,10000,5.5
590,2018-07-23,5.2.9,4.1,10000,27
591,2018-05-21,2.9.6,4,1000000,7.2
592,2018-05-10,4.3.2,4.1,10000000,21
593,2018-03-29,3.9.2,4.0.3 ,10000,8.8
594,2018-07-26,3.6.3,4.1,100000,38
595,2018-02-16,4.4.1,4.1,10000,Varies with device
596,2018-06-29,5.16.2,4.0.3 ,1000000,11
597,2018-07-27,1.31.3,4.0.3 ,1000000,6.5
598,2018-04-07,5.3.3.13289,4.0.3 ,50000,26
599,2018-07-26,1.17,4.2,10000,19
600,2017-06-15,3.0.0,4,500000,6.1
601,2018-08-02,5.0.8,4.1,5000000,77
602,2018-04-03,0.1.11,4,1000000,9.5
603,2018-07-29,1.4.0,4.4,1000,14
604,2018-07-19,1.0.1,4.3,5000,38
605,2018-07-16,2.4,4.0.3 ,1000,16
606,2018-07-16,2.5,4.0.3 ,500,3.4
607,2018-07-08,8.2,4.0.3 ,5000,4.7
608,2018-07-16,8.2,4.0.3 ,10000,5
609,2018-07-24,1,4.0.3 ,100,4.9
610,2018-07-09,8.2,4.0.3 ,10000,4.9
611,2018-07-15,4.2,4.0.3 ,1000,16
612,2018-07-17,1.0.0,4.4,100,3.9
613,2018-07-17,3,4.0.3 ,1000,4.4
614,2018-07-17,1,4,1000,4.8
615,2018-07-06,8.2,4.0.3 ,1000,4.5
616,2018-07-24,2.2.9,4.4,100,70
617,2018-07-15,8.2,4.0.3 ,500,4.9
618,2018-07-16,1,4,500,3.7
619,2018-07-14,8.2,4.0.3 ,5000,4.9
620,2018-07-17,2.5,4.0.3 ,100,16
621,2018-07-20,1,4.0.3 ,100,4.6
622,2018-07-20,1,4,50,3.6
623,2018-08-03,1.3,4.1,5000,21
624,2018-07-10,1,4.1,50,13
625,2018-07-23,3.52,4.0.3 ,500,8.7
626,2018-07-31,3.52,4.0.3 ,10,9.2
627,2018-07-23,1,4.0.3 ,500,6.9
628,2018-07-13,5.5.8,4.0.3 ,500,39
629,2018-07-10,1,3,100,8
630,2018-07-26,1,4,1000,3.9
631,2018-07-09,1,4.1,10,14
632,2018-07-31,1,4.4,100,11
633,2018-07-09,1,4.1,10,13
634,2018-07-14,4,4.0.3 ,500,9.3
635,2018-07-25,8.2,4.0.3 ,500,5
636,2018-07-27,1.3,4.4,10,10
637,2018-08-01,8.2,4.0.3 ,100,5
638,2018-07-24,1,4.0.3 ,100,5
639,2018-07-14,1,4.0.3 ,10,3.6
640,2018-07-16,1,4.0.3 ,10,19
641,2018-08-02,8.2,4.0.3 ,100,5
642,2018-08-02,1.2,4.1,50,9.8
643,2018-07-12,1,4.1,100,14
644,2018-07-22,1.0.7,4,100,5
645,2018-07-26,1,4.0.3 ,10,4.9
646,2018-07-19,1,4.0.3 ,500,5.5
647,2018-07-14,1.1,4,1000,11
648,2018-07-11,1,3,500,3.8
649,2018-08-03,8.2,4.0.3 ,50,5
650,2018-07-31,2,4.0.3 ,1,8.2
651,2018-07-24,1.0.3,4.2,10,21
652,2018-07-22,3.5.4.2.3,4.1,1000,12
653,2018-07-17,1.1.1,4.2,1,10
654,2018-07-30,1.6,4.1,50,3.3
655,2018-07-20,1.2.9,4.1,100,25
656,2018-07-24,2,4.1,10000,15
657,2018-08-04,1.5-beta,5,500,10
658,2018-07-11,1,4.0.3 ,1000,4.9
659,2018-07-19,4.5.0,4.0.3 ,10,4.4
660,2018-07-12,6.1,4,5,3.5
661,2018-07-09,3,4.0.3 ,10,7.8
662,2018-07-26,3.7,4.0.3 ,100,9
663,2018-08-01,8.7.2,4.2,1000000,15
664,2018-07-18,6.3.7,5,100000,19
665,2018-08-01,2.5.2,4.1,100000,56
666,2018-07-19,1.0.1,4.3,5000,38
667,2018-07-15,4.2,4.0.3 ,1000,16
668,2018-07-25,1.9.7,4.4,1000000,5
669,2018-06-19,1.0.4,4.4,5000,27
670,2018-07-27,1.0.2,4.0.3 ,1000,4.7
671,2018-07-24,Varies with device,Varies with device,5000000,Varies with device
672,2018-07-16,2.5,4.0.3 ,500,3.4
673,2018-07-24,1,4.0.3 ,100,4.9
674,2018-07-24,3.8.75a,4.0.3 ,100000,25
675,2018-07-27,3.5.0.1,4.1,1000000,29
676,2018-07-26,4.813,4.0.3 ,500000,8.1
677,2018-07-29,1.4.0,4.4,1000,14
678,2018-07-23,5.2.9,4.1,10000,27
679,2018-07-17,1.0.0,4.4,100,3.9
680,2018-07-26,12.0.4,4.1,500000,13
681,2018-07-16,8.2,4.0.3 ,10000,5
682,2017-11-06,1,4.0.3 ,10000,5.5
683,2018-07-16,2.4,4.0.3 ,1000,16
684,2018-07-17,1,4,1000,4.8
685,2018-07-09,1.2,4.1,500,14
686,2018-07-08,8.2,4.0.3 ,5000,4.7
687,2018-05-15,8.2,4.0.3 ,10000,3.7
688,2018-07-09,8.2,4.0.3 ,10000,4.9
689,2018-04-21,8.2,4.0.3 ,50000,3.5
690,2018-06-28,8.2,4.0.3 ,10000,4.5
691,2017-12-28,1.0.5,4,100000,Varies with device
692,2018-08-04,1.0.82,4.4,5000,36
693,2018-07-05,8.2,4.0.3 ,10000,4.5
694,2018-08-02,1.0.5,4,1000,19
695,2018-07-10,4.1,4.1,10000,14
696,2018-08-02,5.0.8,4.1,5000000,77
697,2017-01-27,5.0.1,4.2,100000,21
698,2018-07-10,1.23,4.0.3 ,1000000,7.9
699,2018-07-02,3.7,4.0.3 ,5000,9.3
700,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
701,2018-07-27,3.2.5,4.1,10000000,18
702,2017-12-29,3.1,4,100000,18
703,2018-07-27,5.0.0,4.1,5000000,21
704,2018-05-02,1.94.9,4,10000000,3.3
705,2018-07-23,1.5,4,100000,24
706,2018-02-25,1.2.8,4,5000000,39
707,2017-12-18,1.3.8,4,1000000,3.2
708,2018-06-22,2.1.8,4.0.3 ,500000,5.1
709,2018-05-27,2.3.7,4,500000,11
710,2018-07-18,2.9.0,4,1000000,27
711,2018-07-26,3.3,4.1,1000000,37
712,2018-04-26,Varies with device,4.1,5000000,Varies with device
713,2018-07-20,2.16.11.10,4.2,1000000,26
714,2018-03-23,Varies with device,Varies with device,500000,11
715,2018-07-12,Varies with device,Varies with device,5000000,Varies with device
716,2018-02-03,1.1.6,4,500000,41
717,2018-02-03,1.2.0,4,1000000,49
718,2018-07-30,20.7.2,4.4,10000000,21
719,2018-07-29,2.24,4,10000000,8.1
720,2017-01-19,1.0.9,2.3,1000000,51
721,2018-05-02,2.6.2,4.1,5000000,14
722,2018-05-28,1.4.2,5,50000,18
723,2018-07-20,1.2,1.6,1000000,3
724,2017-10-26,3.1,4.4,1000000,19
725,2018-07-29,Varies with device,Varies with device,1000000,Varies with device
726,2017-10-17,2.51.0,4.0.3 ,1000000,22
727,2016-10-23,1.17,2.3,1000000,6.9
728,2018-03-09,2.2.4,4.2,500000,7.4
729,2018-07-25,3.7.0,4.4,1000000,84
730,2017-10-25,3,2.3,5000000,25
731,2017-11-28,10,4.1,1000000,18
732,2018-07-30,Varies with device,4.1,500000,Varies with device
733,2017-09-28,1.1,2.3,500000,2.5
734,2018-07-28,3.1,4.1,100000,3.9
735,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
736,2018-04-03,6,4.0.3 ,100000,21
737,2018-07-20,2.8.1,4.1,5000000,27
738,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
739,2018-07-27,5.0.0,4.1,5000000,21
740,2018-07-27,3.2.5,4.1,10000000,18
741,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
742,2018-08-02,5.0.4,5,1000000,18
743,2018-07-27,Varies with device,Varies with device,5000000,Varies with device
744,2018-07-15,2.15.1,4.1,1000000,10
745,2018-07-30,Varies with device,Varies with device,5000000,Varies with device
746,2018-05-23,Varies with device,4.0.3 ,5000000,Varies with device
747,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
748,2018-08-03,3.14.15,5,10000000,Varies with device
749,2017-01-16,1.10.0,4.1,1000000,97
750,2018-07-11,4.9.10,4.1,1000000,17
751,2018-08-03,Varies with device,Varies with device,1000000,Varies with device
752,2017-08-17,Varies with device,Varies with device,1000000,Varies with device
753,2016-07-04,1.3.0,4,10000,2
754,2014-08-21,1.1,2.3,50000,1.9
755,2015-08-22,2,2.3,1000000,1.8
756,2015-06-28,3,2.3,1000000,1.8
757,2018-07-31,4.7.0,5,1000000,17
758,2018-08-02,5.0.4,5,1000000,18
759,2017-12-25,4.5.2,4,1000000,5.3
760,2018-05-20,Varies with device,Varies with device,1000000,Varies with device
761,2017-12-25,5.7.2,4,1000000,5.4
762,2017-12-25,3.5.2,4,1000000,5.4
763,2017-12-25,5.5.2,4,1000000,5.4
764,2018-08-04,4.2.8,4.1,1000000,15
765,2017-12-25,3.4.2,4,1000000,5.3
766,2018-05-10,7.2.3633,4.4,100000,48
767,2018-06-07,1.8.1,4.1,1000000,5.4
768,2018-05-21,7.2.3634,4.4,100000,47
769,2014-07-11,1.1,2.2,10000,556k
770,2015-04-29,1.2.0,2.3.3 ,10000,29
771,2013-12-02,2.9,2.1,50000,2.3
772,2018-06-06,Varies with device,Varies with device,500000,Varies with device
773,2015-07-23,4.1.3,2.3.3 ,100000,4.4
774,2016-11-17,2.48,4,100000,6.6
775,2018-07-11,Varies with device,Varies with device,100000,Varies with device
776,2014-07-11,1.2,2.1,10000,526k
777,2018-06-18,3.2.0,4.1,100000,12
778,2018-06-06,Varies with device,Varies with device,100000,Varies with device
779,2017-02-15,1.4,4,50000,29
780,2018-06-05,Varies with device,Varies with device,50000,Varies with device
781,2018-06-18,Varies with device,Varies with device,100000,Varies with device
782,2017-11-07,Varies with device,Varies with device,100000,Varies with device
783,2018-07-27,5.0.0,4.1,5000000,21
784,2018-07-27,3.2.5,4.1,10000000,18
785,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
786,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
787,2018-07-27,Varies with device,Varies with device,5000000,Varies with device
788,2018-08-02,5.0.4,5,1000000,18
789,2018-07-31,4.7.0,5,1000000,17
790,2018-07-15,2.15.1,4.1,1000000,10
791,2018-06-27,5.2.1,5,5000000,76
792,2018-07-19,Varies with device,Varies with device,10000000,Varies with device
793,2018-07-11,4.9.10,4.1,1000000,17
794,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
795,2018-08-03,Varies with device,Varies with device,1000000,Varies with device
796,2018-07-27,0.29.74,4.4,1000000,18
797,2018-07-30,20.7.2,4.4,10000000,21
798,2017-09-28,Varies with device,Varies with device,1000000,Varies with device
799,2018-07-12,2.8,4.1,5000000,6.9
800,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
801,2018-06-19,10.9.1,4,5000000,14
802,2018-06-27,5.2.1,5,5000000,76
803,2018-07-30,20.7.2,4.4,1000000,11
804,2018-07-17,4.2.3,4.2,500000,19
805,2017-11-11,2.09,4.1,1000000,6.5
806,2018-07-15,2.3.9,4,1000000,7
807,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
808,2018-05-02,1.94.9,4,10000000,3.3
809,2018-08-01,13.9.0.161,5,10000000,21
810,2016-06-01,Varies with device,Varies with device,1000000,Varies with device
811,2016-05-04,3.6.0.115_FN,2.3,500000,2.6
812,2017-06-13,6.1.3,4.0.3 ,1000000,21
813,2016-09-20,8.5.2,4,1000000,5.2
814,2016-12-20,1.12.1,2.3,50000,18
815,2018-03-07,Varies with device,Varies with device,1000000,Varies with device
816,2018-08-01,4.8.2,4.0.3 ,100000,16
817,2016-12-20,2.3.1,2.3,100000,15
818,2015-01-11,15.9.4,4,100000,1.2
819,2017-10-01,Varies with device,Varies with device,100000,Varies with device
820,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
821,2018-07-20,9.12.5,4.0.3 ,10000000,18
822,2016-07-29,4.4.1,3.2,100000,1.8
823,2017-10-16,5,4.4,10000,7.6
824,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
825,2018-07-19,Varies with device,Varies with device,10000000,Varies with device
826,2018-08-03,4.21.1,4.1,10000000,59
827,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
828,2017-10-25,3.1.3,3,500000,6.9
829,2018-06-19,10.9.1,4,5000000,14
830,2018-07-25,2.6.6,4.1,5000000,41
831,2018-07-17,4.2.3,4.2,500000,19
832,2018-06-27,5.2.1,5,5000000,76
833,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
834,2018-07-30,20.7.2,4.4,10000000,21
835,2018-07-26,1.16,3,500000,21
836,2018-08-01,13.9.0.161,5,10000000,21
837,2016-06-01,Varies with device,Varies with device,1000000,Varies with device
838,2018-07-30,5.7.0,4.4,1000000,21
839,2018-07-20,Varies with device,Varies with device,1000000,Varies with device
840,2018-05-24,Varies with device,Varies with device,1000000,Varies with device
841,2018-06-07,1.8.1,4.1,1000000,5.4
842,2018-03-29,2.4.4,4,100000,7.3
843,2018-07-19,Varies with device,Varies with device,10000000,Varies with device
844,2018-08-03,4.21.1,4.1,10000000,59
845,2018-07-25,2.6.6,4.1,5000000,41
846,2018-08-01,Varies with device,Varies with device,10000000,Varies with device
847,2018-08-01,13.9.0.161,5,10000000,21
848,2018-06-27,5.2.1,5,5000000,76
849,2018-07-12,2.2.4,4.0.3 ,1000000,7.6
850,2017-12-24,1.0.2,4.1,100000,Varies with device
851,2018-07-31,5.7.1,4.1,1000000,13
852,2017-07-24,1,4.0.3 ,1000,63
853,2017-07-21,1.3,4.1,1000,44
854,2018-07-06,1.5-play,4.4,500000,24
855,2018-06-12,1.1.1-play,4.4,100000,24
856,2018-07-31,Varies with device,Varies with device,100000000,Varies with device
857,2018-01-20,1.02,4.0.3 ,1000000,4.5
858,2018-08-04,Varies with device,Varies with device,1000000,Varies with device
859,2018-07-15,2.13.5,4.1,10000000,11
860,2018-08-03,3.43.3,4.1,50000000,Varies with device
861,2016-04-28,2.05.0010,5,10000000,4.6
862,2018-06-28,Varies with device,Varies with device,5000000,Varies with device
863,2018-06-06,Varies with device,6,5000000,Varies with device
864,2015-07-16,v1.8b22p13,4.2,10000000,3.3
865,2018-08-04,3.7.3,4.0.3 ,5000000,6.5
866,2018-07-16,Varies with device,Varies with device,1000000000,Varies with device
867,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
868,2018-07-30,Varies with device,Varies with device,5000000,Varies with device
869,2018-07-05,1.03,4,1000000,12
870,2018-07-19,Varies with device,Varies with device,5000000,Varies with device
871,2018-07-05,4.6.2,2.3.3 ,5000000,5.6
872,2018-08-03,5.2,4.0.3 ,1000000,9.7
873,2018-06-21,4.0.5,4.1,1000000,15
874,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
875,2018-07-12,2.8.2,4.1,100000000,52
876,2018-07-27,Varies with device,Varies with device,5000000,Varies with device
877,2018-07-31,Varies with device,4.2,10000000,Varies with device
878,2018-07-18,7.3,4.2,1000000,4.5
879,2018-07-27,Varies with device,Varies with device,10000000,Varies with device
880,2018-07-05,2.6.6.11,4.1,50000000,49
881,2018-06-19,2.2,4.1,5000000,18
882,2018-07-29,1.2.0,4.1,10000000,13
883,2018-07-14,1.1.3.2,4.0.3 ,1000000,4
884,2018-06-20,9.1.4,4.4,10000000,16
885,2018-08-03,1.0.9,4.1,1000000,17
886,2016-09-14,Varies with device,Varies with device,10000000,Varies with device
887,2018-08-02,3.0.231.18141,4.1,50000000,24
888,2018-07-21,1.7,4.4,1000000,Varies with device
889,2018-07-26,Varies with device,Varies with device,100000000,12
890,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
891,2018-08-03,2.3.34 Prod,4.3,1000000,78
892,2018-06-27,2.08.78.2,4.1,5000000,Varies with device
893,2018-07-26,18.07.0,4.1,50000000,25
894,2018-07-03,3.5.2.2,4.1,100000000,57
895,2018-08-03,Varies with device,Varies with device,1000000,Varies with device
896,2018-02-14,2.2.0,4.2,100000,9.1
897,2018-07-12,2.19.0,5,1000000,39
898,2018-07-19,Varies with device,Varies with device,1000000,Varies with device
899,2018-06-20,9.1.4,4.4,10000000,16
900,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
901,2018-02-07,2.9.43,6,100000,8.5
902,2018-06-11,2.1.1,4.1,100000,12
903,2018-07-18,6.18.3,5,1000000,72
904,2018-07-26,Varies with device,Varies with device,100000000,12
905,2018-07-31,Varies with device,Varies with device,100000000,Varies with device
906,2018-07-27,Varies with device,Varies with device,500000,Varies with device
907,2018-07-27,Varies with device,Varies with device,100000,16
908,2018-07-24,2.9.4,4.1,100000,9.6
909,2018-06-19,Varies with device,Varies with device,1000000,Varies with device
910,2018-08-01,01.01.66,4.4,1000000,22
911,2018-03-05,Varies with device,Varies with device,10000000,Varies with device
912,2018-07-24,2.9.4,4.1,1000000,13
913,2018-04-12,Varies with device,Varies with device,10000000,Varies with device
914,2018-07-20,4.8.6,4.1,10000000,12
915,2018-06-20,Varies with device,Varies with device,10000000,Varies with device
916,2018-06-15,2.0.0,4.4,50000,23
917,2018-07-16,3.1.4,4.4,1000000,20
918,2018-01-24,2.0.8,4.4,10000000,25
919,2018-07-08,11.45.0,4.4,1000000,17
920,2018-07-26,Varies with device,4.4,5000000,Varies with device
921,2018-07-16,3.1.4,4.4,1000000,19
922,2018-07-23,2.17,4.4,5000000,21
923,2018-07-08,11.45.0,4.4,1000000,19
924,2018-08-03,Varies with device,5,10000000,Varies with device
925,2018-07-19,Varies with device,Varies with device,10000000,Varies with device
926,2018-06-27,8.0626,Varies with device,1000000,Varies with device
927,2018-07-02,Varies with device,Varies with device,1000000,Varies with device
928,2018-07-16,3.1.4,4.4,1000000,19
929,2018-07-21,43,4.0.3 ,1000000,4.4
930,2018-07-08,11.45.0,4.4,1000000,19
931,2018-07-26,Varies with device,Varies with device,100000000,12
932,2018-07-31,Varies with device,Varies with device,100000000,Varies with device
933,2018-07-15,2.13.5,4.1,10000000,11
934,2018-03-05,Varies with device,Varies with device,10000000,Varies with device
935,2018-06-20,Varies with device,Varies with device,10000000,Varies with device
936,2018-04-12,Varies with device,Varies with device,10000000,Varies with device
937,2018-07-20,4.8.6,4.1,10000000,12
938,2018-01-24,2.0.8,4.4,10000000,25
939,2018-08-03,Varies with device,5,10000000,Varies with device
940,2018-07-26,Varies with device,4.4,5000000,Varies with device
941,2018-07-23,2.17,4.4,5000000,21
942,2018-07-18,1.16,4.4,500000,13
943,2018-07-05,4.18.1,4.1,5000000,17
944,2018-07-16,3.1.4,4.4,1000000,20
945,2018-07-19,Varies with device,Varies with device,10000000,Varies with device
946,2018-01-19,3.17.2,4.1,10000000,20
947,2018-07-16,3.1.4,4.4,1000000,19
948,2018-07-08,11.45.0,4.4,1000000,17
949,2018-05-24,3.3.1.41,4.4,500000,21
950,2018-07-08,11.45.0,4.4,1000000,15
951,2018-07-16,3.1.4,4.4,1000000,19
952,2018-07-08,11.45.0,4.4,1000000,19
953,2018-08-04,4.0.2,5,1000000,7.2
954,2018-07-19,16.0.0.437,4.1,10000000,32
955,2018-07-02,Varies with device,Varies with device,1000000,Varies with device
